filepath,filename,page_count,keyword_context,is_handbook,error
./PDF-files/Systems Engineering/1324_25.07.2023 Ingenieurinformatik kooperativ.PDF,1324_25.07.2023 Ingenieurinformatik kooperativ.PDF,799,...Modulhandbuch Studiengang Ingenieurinformatik Modulhandbuch Fak...,True,
./PDF-files/Systems Engineering/1294_24.07.2023 Systems Engineering and Management international.pdf,1294_24.07.2023 Systems Engineering and Management international.pdf,45,...Modulhandbuch des Studiengangs Systems Engineering und Manageme...,True,
./PDF-files/Systems Engineering/1241_21.07.2023 Automotive Systems Engineering kooperativ.pdf,1241_21.07.2023 Automotive Systems Engineering kooperativ.pdf,511,...Modulhandbuch Studiengang Automotive Systems Engineering Modulh...,True,
./PDF-files/Systems Engineering/1285_24.07.2023 Systems Engineering.pdf,1285_24.07.2023 Systems Engineering.pdf,39,"...le Konstanz   Duale Hochschule  BW Ravensburg     Modulhandbuch des Masterstudiengangs Systems Engineering (SEM),...",True,
./PDF-files/Systems Engineering/1237_21.07.2023 Automotive Systems Engineering.pdf,1237_21.07.2023 Automotive Systems Engineering.pdf,511,...Modulhandbuch Studiengang Automotive Systems Engineering Modulh...,True,
./PDF-files/Systems Engineering/1246_21.07.2023 Electrical and Microsystems Engineering.pdf,1246_21.07.2023 Electrical and Microsystems Engineering.pdf,149,...Modulhandbuch für den Masterstudiengang Electrical and Microsys...,True,
./PDF-files/Systems Engineering/1251_21.07.2023 Electrical Systems Engineering kooperativ.pdf,1251_21.07.2023 Electrical Systems Engineering kooperativ.pdf,1158,...Modulhandbuch Studiengang Electrical Systems Engineering Modulh...,True,
./PDF-files/Systems Engineering/1265_21.07.2023 Mechatronic Systems Engineering.pdf,1265_21.07.2023 Mechatronic Systems Engineering.pdf,92,...Module Handbook Mechatronic Systems Engineering B.Sc.     1...,True,
./PDF-files/Systems Engineering/1266_21.07.2023 Mechatronic Systems Engineering.pdf,1266_21.07.2023 Mechatronic Systems Engineering.pdf,112,...1 / 112        Modulhandbuch  Masterstudiengang  Mechatronic Systems Engineeri...,True,
./PDF-files/Systems Engineering/1238_21.07.2023 Automotive Systems Engineering.pdf,1238_21.07.2023 Automotive Systems Engineering.pdf,675,...Modulhandbuch Studiengang Automotive Systems Engineering Modulh...,True,
./PDF-files/Systems Engineering/2128_19.09.2023 Systemtechnik.pdf,2128_19.09.2023 Systemtechnik.pdf,52,...Modulhandbuch Masterstudiengang Systemtechnik     Stand Februar...,True,
"./PDF-files/Systems Engineering/1311_25.07.2023 Elektronische Systeme in Fahrzeugtechnik, Luft- und Raumfahrt.pdf","1311_25.07.2023 Elektronische Systeme in Fahrzeugtechnik, Luft- und Raumfahrt.pdf",192,...Modulhandbuch Beschreibung des Studiengangs Elektronische Syste...,True,
./PDF-files/Systems Engineering/1132_17.07.2023 Verkehrsingenieurwesen.pdf,1132_17.07.2023 Verkehrsingenieurwesen.pdf,61,...Modulhandbuch    Beschreibung des Studiengangs  Verkehrsingenie...,True,
./PDF-files/Systems Engineering/1274_24.07.2023 Smart Systems Engineering.pdf,1274_24.07.2023 Smart Systems Engineering.pdf,139,...Modulhandbuch zum Bachelorstudiengang Smart Systems Engineering...,True,
