filepath,exists,sustainability,nachhaltigkeit,entrepreneurship,unternehmertum,handlungsorientiert,sustainability_flag,entrepreneurship_flag
./PDF-files/Informationssystemtechnik/1232_20.07.2023 Informationssystemtechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Informationssystemtechnik/1234_20.07.2023 Informationssystemtechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Informationssystemtechnik/1233_20.07.2023 Informationssystemtechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1155_18.07.2023 Materialwissenschaften.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1176_19.07.2023 Applied Natural Sciences.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1202_19.07.2023 Medizintechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1182_19.07.2023 Chemie.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1210_19.07.2023 Polymer Science.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1161_18.07.2023 Materialwissenschaft und Werkstofftechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1199_19.07.2023 Materials Science and Engineering.pdf,True,True,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1208_19.07.2023 Physik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1177_19.07.2023 Bachelor Plus MINT.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1187_19.07.2023 Energie und Materialphysik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1160_18.07.2023 Materialwissenschaft und Werkstofftechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1137_18.07.2023 Angewandte Materialwissenschaften.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1156_18.07.2023 Materialwissenschaften und Bionik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1172_19.07.2023 Materialwissenschaft und Werkstofftechnologie.pdf,True,True,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/816_28.06.2023 Holzingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1188_19.07.2023 Energie und Materialphysik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1142_18.07.2023 Angewandte Oberflächen- und Materialwissenschaften.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1147_18.07.2023 Materialwissenschaft.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/2264_26.09.2023 Computational Materials Science.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1201_19.07.2023 Materials Science and Engineering.pdf,True,True,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1145_18.07.2023 Materialwissenschaft.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1158_18.07.2023 Materialwissenschaft und Maschinenbau_ATLANTIS.pdf,True,True,False,False,False,False,True,False
./PDF-files/Materialwissenschaft/1144_18.07.2023 Materialwissenschaft.pdf,True,False,True,True,True,False,True,True
./PDF-files/Materialwissenschaft/1166_18.07.2023 Materialwissenschaft und Werkstofftechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1174_19.07.2023 Wirtschaftsingenieurwesen - technische Fachrichtung Materialwissenschaft.pdf,True,True,True,True,False,False,True,True
./PDF-files/Materialwissenschaft/1213_19.07.2023 Sportingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/821_29.06.2023 Holztechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1185_19.07.2023 Computational Engineering Science.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1168_19.07.2023 Materialwissenschaft und Werkstofftechnik_Materials Science and Engineering.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1141_18.07.2023 Angewandte Oberflächen- und Materialwissenschaften.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1165_18.07.2023 Materialwissenschaft und Werkstofftechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1180_19.07.2023 Biomedizinische Wissenschaften.pdf,True,False,True,True,False,False,True,True
./PDF-files/Materialwissenschaft/1189_19.07.2023 Geomaterials and Geochemistry.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1209_19.07.2023 Polymerchemie und Prozessanalytik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1179_19.07.2023 Biomedical Sciences.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1214_19.07.2023 Werkstoffwissenschaft.pdf,True,False,False,False,False,False,False,False
"./PDF-files/Materialwissenschaft/2223_24.09.2023 Additive Fertigung _Technologie, Material, Design.pdf",True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1733_18.08.2023 Prozessorientierte Materialforschung.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1171_19.07.2023 Materialwissenschaft und Werkstofftechnologie.pdf,True,True,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1143_18.07.2023 Chemie mit Materialwissenschaften.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1186_19.07.2023 EEIGM_École Européenne d'Ingénieurs en Génie des Matériaux.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1146_18.07.2023 Materialwissenschaft.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1207_19.07.2023 Physik.pdf,True,False,False,True,False,False,False,True
./PDF-files/Materialwissenschaft/1178_19.07.2023 Bio-Materials Engineering.pdf,True,True,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1163_18.07.2023 Materialwissenschaft und Werkstofftechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/822_29.06.2023 Holztechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1152_18.07.2023 Materialwissenschaften.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1200_19.07.2023 Materials Science and Engineering.pdf,True,True,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1184_19.07.2023 Computational Engineering Science.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1169_19.07.2023 Materialwissenschaft und Werkstofftechnik_Materials Science and Engineering.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1183_19.07.2023 Chemie und Nachhaltige Prozesse.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1138_18.07.2023 Angewandte Materialwissenschaften.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1211_19.07.2023 Produktionstechnik - Maschinenbau und Verfahrenstechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1170_19.07.2023 Materialwissenschaft und Werkstofftechnologie.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1150_18.07.2023 Materialwissenschaft.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/823_29.06.2023 Holztechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Materialwissenschaft/1159_18.07.2023 Materialwissenschaft und Werkstofftechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1191_19.07.2023 Leder- und Textiltechnik.pdf,True,False,True,True,False,False,True,True
./PDF-files/Materialwissenschaft/1151_18.07.2023 Materialwissenschaften.pdf,True,False,False,False,False,False,False,False
./PDF-files/Materialwissenschaft/1164_18.07.2023 Materialwissenschaft und Werkstofftechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Informatik/867_05.07.2023 Mathematical Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Informatik/565_13.06.2023 Digitale Technologien.pdf,True,False,True,False,False,False,True,False
./PDF-files/Informatik/1322_25.07.2023 Ingenieurinformatik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Informatik/2029_14.09.2023 Informatik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Informatik/2372_27.07.2024 Artificial Intelligence and Machine Learning.pdf,True,False,False,False,False,False,False,False
./PDF-files/Informatik/1198_19.07.2023 Materialinformatik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Informatik/1318_25.07.2023 Informatik.pdf,True,False,False,True,False,False,False,True
./PDF-files/Informatik/1323_25.07.2023 Ingenieurinformatik.PDF,True,False,False,False,False,False,False,False
./PDF-files/Informatik/1317_25.07.2023 Informatik__.pdf,True,False,False,True,False,False,False,True
./PDF-files/Informatik/1334_26.07.2023 Software Engineering for Embedded Systems.pdf,True,False,False,False,False,False,False,False
./PDF-files/Informatik/866_05.07.2023 Mathematical Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Informatik/1937_31.08.2023 Automatisierungstechnik und Produktionsinformatik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Informatik/865_05.07.2023 Mechanical Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Informatik/1338_26.07.2023 Wirtschaftsinformatik.pdf,True,False,False,True,False,False,False,True
./PDF-files/Informatik/2035_14.09.2023 Ingenieurinformatik Maschinenbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Informatik/2373_29.07.2024 Ingenieurinformatik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Informatik/2034_14.09.2023 Ingenieurinformatik Maschinenbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Informatik/1333_26.07.2023 Software Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Projektingenieurwesen/2341_29.09.2023 Internationales Projektingenierwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Projektingenieurwesen/1228_20.07.2023 Projektingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Stadtplanung/1090_14.07.2023 Architektur.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1110_17.07.2023 Raumplanung.pdf,True,False,False,False,False,False,False,False
./PDF-files/Stadtplanung/1089_14.07.2023 Umweltmanagement und Stadtplanung in Ballungsräumen_UMSB.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1122_17.07.2023 Stadt- und Regionalplanung.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1095_14.07.2023 Baukulturerbe.pdf,True,False,True,False,False,True,True,True
./PDF-files/Stadtplanung/1111_17.07.2023 Raumplanung.pdf,True,True,False,False,False,False,True,False
./PDF-files/Stadtplanung/1083_14.07.2023 Stadtplanung.pdf,True,True,True,False,False,False,True,False
./PDF-files/Stadtplanung/1091_14.07.2023 Architektur.pdf,True,False,False,True,False,False,False,True
./PDF-files/Stadtplanung/1085_14.07.2023 Stadtplanung.pdf,True,False,True,False,False,True,True,True
./PDF-files/Stadtplanung/1073_14.07.2023 Architektur und Stadtplanung.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1113_17.07.2023 Real Estate Management.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1079_14.07.2023 Stadtplanung.pdf,True,True,True,False,False,False,True,False
./PDF-files/Stadtplanung/1100_14.07.2023 Immobilientechnik und Immobilienwirtschaft.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1108_17.07.2023 Mobilitätsmanagement.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1117_17.07.2023 Stadt- und Raumplanung_Fundamente.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1074_14.07.2023 Architektur und Stadtplanung.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1075_14.07.2023 Städtebau und Stadtplanung.pdf,True,True,False,False,False,False,True,False
./PDF-files/Stadtplanung/1130_17.07.2023 Urbanistik.pdf,True,False,False,False,False,True,False,True
./PDF-files/Stadtplanung/1135_17.07.2023 Verkehrssystemmanagement.pdf,True,True,True,False,False,False,True,False
./PDF-files/Stadtplanung/1094_14.07.2023 Bauingenieurwesen.pdf,True,False,True,False,False,True,True,True
./PDF-files/Stadtplanung/921_06.07.2023 Urbane Zukunft.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1127_17.07.2023 Urban Design Stadt - Land - Entwerfen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1116_17.07.2023 Stadtökologie_Urban Ecosystem Sciences.pdf,True,True,True,False,False,False,True,False
./PDF-files/Stadtplanung/1086_14.07.2023 Stadtplanung.pdf,True,True,True,False,False,False,True,False
./PDF-files/Stadtplanung/1097_14.07.2023 Energieeffizientes Planen und Bauen.pdf,True,True,True,True,False,False,True,True
./PDF-files/Stadtplanung/1121_17.07.2023 Stadt- und Regionalmanagement.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1123_17.07.2023 Stadt- und Regionalplanung.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1131_17.07.2023 Urban Management.pdf,True,False,True,False,False,True,True,True
./PDF-files/Stadtplanung/1136_17.07.2023 Wirtschaftsingenieurwesen_Bauingenieurwesen.pdf,True,True,True,False,False,True,True,True
./PDF-files/Stadtplanung/1096_14.07.2023 Civic Design  Architektur mit Schwerpunkt Städtebau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1129_17.07.2023 Urbanistik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Stadtplanung/1109_17.07.2023 Planung und Partizipation.pdf,True,True,True,False,False,False,True,False
./PDF-files/Stadtplanung/1101_14.07.2023 Immobilientechnik und Immobilienwirtschaft.pdf,True,True,True,True,True,False,True,True
./PDF-files/Stadtplanung/1115_17.07.2023 Smart City Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Stadtplanung/1077_14.07.2023 Stadtplanung.pdf,True,True,True,False,False,False,True,False
./PDF-files/Stadtplanung/1088_14.07.2023_Umweltmanagement und Stadtplanung in Ballungsräumen berufsbegleitend.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1078_14.07.2023 Stadtplanung.pdf,True,False,False,False,False,False,False,False
./PDF-files/Stadtplanung/1084_14.07.2023 Stadtplanung.pdf,True,False,True,False,False,False,True,False
./PDF-files/Stadtplanung/1099_14.07.2023 Geographie.pdf,True,False,False,False,False,False,False,False
./PDF-files/Stadtplanung/1098_14.07.2023 European Urban Studies.pdf,True,False,False,False,False,False,False,False
./PDF-files/Stadtplanung/1114_17.07.2023 Regionalwissenschaft Regionalplanung.pdf,True,True,True,False,False,False,True,False
./PDF-files/Stadtplanung/1076_14.07.2023 Stadtplanung.pdf,True,False,False,True,False,False,False,True
./PDF-files/Systems Engineering/1287_24.07.2023 Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1273_24.07.2023 Robotic Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1296_24.07.2023 Systems Engineering for Micro-Electro-Mechanical Systems or Biomedical Micro Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1267_21.07.2023 Mechatronik_Systems Engineering.pdf,True,False,True,False,False,True,True,True
./PDF-files/Systems Engineering/1239_21.07.2023 Automotive Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1331_26.07.2023 Renewable Energy Systems - Environmental and Process Engineering.pdf,True,True,True,False,False,False,True,False
./PDF-files/Systems Engineering/1304_25.07.2023 Computer Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1414_28.07.2023 Energy Systems Engineering.pdf,True,True,False,True,False,False,True,True
./PDF-files/Systems Engineering/1133_17.07.2023 Verkehrsingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Systems Engineering/2132_19.09.2023 Systemtechnik und Technische Kybernetik.pdf,True,True,False,False,False,False,True,False
./PDF-files/Systems Engineering/560_13.06.2023 Business and Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1283_24.07.2023 Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1289_24.07.2023 Systems Engineering.pdf,True,True,True,True,False,True,True,True
./PDF-files/Systems Engineering/1302_25.07.2023 Bachelor Plus MINT.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1268_21.07.2023 Medical Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/2131_19.09.2023 Systemtechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1281_24.07.2023 Systems Engineering.pdf,True,False,True,False,False,False,True,False
./PDF-files/Systems Engineering/1332_26.07.2023 Scientific Instrumentation.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1262_21.07.2023 Intelligent Systems Engineering.pdf,True,False,True,True,True,False,True,True
./PDF-files/Systems Engineering/1307_25.07.2023 Digital Product Design and Development _Internet der Dinge.pdf,True,False,True,False,False,False,True,False
./PDF-files/Systems Engineering/573_14.06.2023 Produkt- und Systementwicklung.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1298_24.07.2023 Systems Engineering und Management.pdf,True,False,True,False,False,True,True,True
./PDF-files/Systems Engineering/1310_25.07.2023 Electronics Engineering.pdf,True,False,False,True,False,False,False,True
./PDF-files/Systems Engineering/1290_24.07.2023 Systems Engineering.pdf,True,False,True,True,False,True,True,True
./PDF-files/Systems Engineering/1257_21.07.2023 Energy Systems Engineering.pdf,True,True,False,True,False,False,True,True
./PDF-files/Systems Engineering/1252_21.07.2023 Electric Power and Control Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1278_24.07.2023 Sustainable Systems Engineering.pdf,True,True,True,True,False,False,True,True
./PDF-files/Systems Engineering/2130_19.09.2023 Systemtechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Systems Engineering/1924_28.08.2023 Advanced Systems Design (Systemtechnik).pdf,True,False,True,False,False,False,True,False
./PDF-files/Systems Engineering/1291_24.07.2023 Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1301_25.07.2023 Autonomous Systems.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1134_17.07.2023 Verkehrsingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Systems Engineering/1286_24.07.2023 Systems Engineering.pdf,True,False,True,False,False,False,True,False
./PDF-files/Systems Engineering/1261_21.07.2023 Infotronic Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1240_21.07.2023 Automotive Systems Engineering.pdf,True,False,True,False,False,False,True,False
"./PDF-files/Systems Engineering/1271_24.07.2023 Process Energy and Environmental Systems Engineering _Prozess-, Energie- und Umweltsystemtechnik.pdf",True,True,True,False,False,True,True,True
./PDF-files/Systems Engineering/1243_21.07.2023 Business Information Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1295_24.07.2023 Systems Engineering for Manufacturing.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1277_24.07.2023 Sustainable Systems Engineering.PDF,True,True,True,False,False,False,True,False
./PDF-files/Systems Engineering/1275_24.07.2023 Software Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/924_06.07.2023 Verkehrsingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Systems Engineering/1255_21.07.2023 Embedded Systems Engineering.pdf,True,True,False,True,False,False,True,True
./PDF-files/Systems Engineering/1248_21.07.2023 Electrical Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1324_25.07.2023 Ingenieurinformatik kooperativ.PDF,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1325_26.07.2023 International Automotive Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1294_24.07.2023 Systems Engineering and Management international.pdf,True,False,True,False,False,True,True,True
./PDF-files/Systems Engineering/2166_20.09.2023 Energiesystemtechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Systems Engineering/1241_21.07.2023 Automotive Systems Engineering kooperativ.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1242_21.07.2023 Business and Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1285_24.07.2023 Systems Engineering.pdf,True,False,True,False,False,False,True,False
./PDF-files/Systems Engineering/1245_21.07.2023 Distributed Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1370_27.07.2023 Electric Power and Control Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1237_21.07.2023 Automotive Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1246_21.07.2023 Electrical and Microsystems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1282_24.07.2023 Systems Engineering.pdf,True,False,True,False,False,False,True,False
./PDF-files/Systems Engineering/1279_1279 Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1251_21.07.2023 Electrical Systems Engineering kooperativ.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1265_21.07.2023 Mechatronic Systems Engineering.pdf,True,False,False,True,False,False,False,True
./PDF-files/Systems Engineering/2095_18.09.2023 Mechatronische Systemtechnik.pdf,True,False,True,False,False,True,True,True
./PDF-files/Systems Engineering/1266_21.07.2023 Mechatronic Systems Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1238_21.07.2023 Automotive Systems Engineering.pdf,True,False,True,True,True,False,True,True
./PDF-files/Systems Engineering/2128_19.09.2023 Systemtechnik.pdf,True,False,True,True,False,False,True,True
./PDF-files/Systems Engineering/1272_24.07.2023 Research in Computer and Systems Engineering.pdf,True,False,False,False,False,False,False,False
"./PDF-files/Systems Engineering/1311_25.07.2023 Elektronische Systeme in Fahrzeugtechnik, Luft- und Raumfahrt.pdf",True,False,False,False,False,False,False,False
./PDF-files/Systems Engineering/1132_17.07.2023 Verkehrsingenieurwesen.pdf,True,False,True,False,False,True,True,True
./PDF-files/Systems Engineering/1309_25.07.2023 Electrical Engineering - Connected Systems.pdf,True,False,False,True,False,False,False,True
./PDF-files/Systems Engineering/1274_24.07.2023 Smart Systems Engineering.pdf,True,False,False,False,False,False,False,False
